	id_sent	n_sent	id_article	sent
653	653	2.0	25	The Tianwen-1 spacecraft landed on a site on a vast plain known as Utopia Planitia, “leaving a Chinese footprint on Mars for the first time”, Xinhua said.
654	654	3.0	25	The landing module separated from the orbiter three hours later and entered the Martian atmosphere, the official China Space News said.
655	655	4.0	25	It said the landing process consisted of “nine minutes of terror” as the module decelerates and then slowly descends.
656	656	5.0	25	A solar-powered rover, named Zhurong, will now survey the landing site before departing from its platform to conduct inspections.
657	657	6.0	25	Named after a mythical Chinese god of fire, Zhurong has six scientific instruments including a high-resolution topography camera.
658	658	7.0	25	Zhurong will also look for signs of ancient life, including any sub-surface water and ice, using ground-penetrating radar.
659	659	8.0	25	Tianwen-1, or “Questions to Heaven”, named after a Chinese poem written two millennia ago, is China’s first independent mission to Mars.
660	660	9.0	25	A probe co-launched with Russia in 2011 failed to leave the Earth’s orbit.
661	661	10.0	25	The five-tonne spacecraft blasted off from the southern Chinese island of Hainan in July last year, launched by the powerful Long March 5 rocket.
662	662	11.0	25	After more than six months in transit, Tianwen-1 reached Mars in February, where it had been in orbit since.
663	663	12.0	25	The five-tonne spacecraft blasted off from the southern Chinese island of Hainan in July last year, launched by the powerful Long March 5 rocket [File:
664	664	13.0	25	If Zhurong is successfully deployed, China would be the first country to orbit, land and release a rover in its maiden mission to Mars.
665	665	14.0	25	Tianwen-1 was one of three that reached Mars in February, with US rover Perseverance successfully touching down on February 18 in a huge depression called Jezero Crater, more than 2,000km away from Utopia Planitia.
666	666	15.0	25	the third spacecraft that arrived at Mars in February this year – is not designed to make a landing.
667	667	16.0	25	The first successful landing ever was made by NASA’s Viking 1 in July 1976 and then by Viking 2 in September that year.
668	668	17.0	25	A Mars probe launched by the former Soviet Union landed in December 1971, but communication was lost seconds after landing.
669	669	18.0	25	It is testing reusable spacecraft and is also planning to establish a crewed lunar research station.
670	670	19.0	25	In a commentary published on Saturday, Xinhua said China was “not looking to compete for leadership in space” but was committed to “unveiling the secrets of the universe and contributing to humanity
671	671	1.0	26	China has successfully landed its rover on Mars, according to state media, becoming the second country in history to have a rover on the red planet.
672	672	2.0	26	The rover, Zhurong, named after a god of fire in Chinese mythology, landed Saturday morning at the pre-selected area in Utopia Planitia on Mars, according to the state-run Xinhua news agency.
673	673	3.0	26	The six-wheel solar-powered Zhurong rover weighs about 240 kilograms (529 pounds) and carries six scientific instruments.
674	674	4.0	26	It will be later deployed from the lander for a three-month mission in search of signs or evidence of ancient life on Mars' surface.
675	675	5.0	26	The Tianwen-1 Mars orbiter will relay its signal to the rover during its mission and then conduct a global survey of the planet for one Martian year.
676	676	6.0	26	The probe has spent three months in orbit reconnoitering the landing area before releasing the rover to the surface.
677	677	7.0	26	Tianwen-1 was launched by a Long March 5 rocket from the Wenchang space launch center in Hainan on July 23 last year, and spent seven months en route to Mars before entered its orbit in February.
678	678	1.0	27	England's painful half-century wait for a major title goes on.
679	679	2.0	27	And it just had to be because of a penalty shootout.
680	680	3.0	27	Italy won the European Championship for the second time by beating England 3-2 on penalties on Sunday.
681	681	4.0	27	The match finished 1-1 after extra time at Wembley Stadium, which was filled mostly with English fans hoping to celebrate the team's first international trophy since the 1966 World Cup.
682	682	5.0	27	"It's coming to Rome,"" Italy defender Leonardo Bonucci shouted into a TV camera amid the celebrations, mocking the famous lyric ""it's coming home"" from the England team's anthem."
683	683	6.0	27	For England, it was utter dejection again â€” they know the feeling
684	684	7.0	27	so well when it comes to penalties â€” after Gianluigi Donnarumma, Italy's imposing goalkeeper, dived to his left and saved the decisive spot kick by 19-year-old Londoner Bukayo Saka, one of the youngest players in England's squad.
685	685	8.0	27	Bukayo Saka of England misses his team's fifth penalty in a shootout which is saved by Gianluigi Donnarumma of Italy during the UEFA Euro 2020 Championship Final between Italy and England at Wembley Stadium in London on July 11, 2021.
686	686	9.0	27	That was England's third straight failure from the penalty spot in the shootout, with Marcus Rashford and Jadon Sancho â€” players brought on late in extra time seemingly as specialist penalty-takers â€” also missing.
687	687	10.0	27	As Saka and Sancho cried, Donnarumma was mobbed by his teammates as they sprinted toward him from the halfway line at the end of the second penalty shootout in a European Championship final.
688	688	11.0	27	Then Italy's jubilant players headed to the other end of the field and ran as one, diving to the ground in front of the Italian fans who have witnessed a rebirth of their national team.
689	689	12.0	27	It was less than four years ago that Italy plunged to the lowest moment of its soccer history by failing to qualify for the World Cup for the first time in six decades.
690	690	13.0	27	Now, they are the best team in Europe and on a national-record 34-match unbeaten run under Roberto Mancini, their suave coach who has won an international trophy in his first attempt to add to the country's other European title â€” in 1968 â€” and its four World Cups.
691	691	14.0	27	Mancini joined his players on the podium as Italy captain Giorgio Chiellini lifted the Henri Delaunay trophy to the backdrop of fireworks and tickertape.
692	692	15.0	27	"It was impossible even to just consider this at one stage,"" Mancini said, ""but the guys were just amazing."
693	693	16.0	27	For England, it's the latest heartache in shootouts at major tournaments, after defeats in 1990, 1996, 1998, 2004, 2006 and 2012.
694	694	17.0	27	They ended that losing streak by beating Colombia on penalties in the round of 16 at the 2018 World Cup, but the pain has quickly returned.
695	695	18.0	27	"The boys couldn't have given more,"" England captain Harry Kane said."
696	696	19.0	27	Penalties are the worst feeling in the world when you lose.
697	697	20.0	27	It's been a fantastic tournament â€” we should be proud, hold our heads up high.
698	698	21.0	27	"It's going to hurt now, it's going to hurt for a while."""
699	699	22.0	27	Bukayo Saka of England is consoled by teammates Luke Shaw, Kalvin Phillips and Mason Mount following the UEFA Euro 2020 Championship Final between Italy and England at Wembley Stadium on July 11, 2021 in London, England.
700	700	23.0	27	England's first major final in 55 years had all started so well, too, with Luke Shaw scoring the fastest goal in a European Championship final by meeting a cross from opposite wing back
701	701	24.0	27	Kieran Trippier with a half-volley that went in off the post in the second minute.
702	702	25.0	27	It was Shaw's first goal for England and it prompted a fist-pump between David Beckham and Tom Cruise in the VIP box amid an explosion of joy around Wembley, which had at least 67,000 fans inside.
703	703	26.0	27	Maybe more, given dozens of ticketless England fans managed to barge their way past stewards and police and into the stadium in unsettling scenes before kickoff.
704	704	27.0	27	That was the only time Italy's famously robust defense was really opened up in the entire 120 minutes.
705	705	28.0	27	Indeed, after Shaw's goal, England barely saw the ball for the rest of the game.
706	706	29.0	27	Italy's midfielders dominated possession, as widely predicted before the match, and England simply resorted to dropping deep and getting nine or even all 10 outfield players behind the ball.
707	707	30.0	27	It was reminiscent of the 2018 World Cup semifinals, when England also scored early against Croatia then spent most of the game chasing its opponent's midfield before losing in extra time.
708	708	31.0	27	Italy's equalizer was merited and Bonucci was the unlikely scorer.
709	709	32.0	27	He put the ball in from close range after a right-wing corner was flicked on to Marco Verratti, whose stooping header was tipped onto the post by goalkeeper Jordan Pickford.
710	710	33.0	27	England managed to hold on for extra time â€” the way three of the last six European finals went â€” and actually had the better of the final stages.
711	711	34.0	27	After the misses of Rashford â€” he stuttered up to the ball and then hit the post â€” and Sancho, whose shot was saved by Donnarumma again down to his left, Jorginho had the chance to win it for Italy.
712	712	35.0	27	Incredibly, the midfielder who converted the decisive penalty in a shootout win over Spain in the semifinals also failed to score as Pickford tipped the effort off the post.
713	713	36.0	27	It was Donnarumma who then made the crucial saves and within minutes he had also been named player of the tournament, the first goalkeeper to be so honored.
714	714	37.0	27	Italy players celebrate with goalkeeper Gianluigi Donnarumma after he saved the last penalty shoot-out following the UEFA Euro 2020 Final at Wembley Stadium, London.
715	715	38.0	27	So instead of coming home, the trophy is headed to Rome.
716	716	39.0	27	We'd heard it day in, day out from Wednesday night â€”
717	717	40.0	27	"we heard it would be coming home to London,"" Bonucci said."
718	718	41.0	27	I'm sorry for them, but the cup will be taking a nice flight, making its way to Rome
719	719	1.0	28	On a night fraught with tension, Italy clinched its first major title for 15 years with a penalty shootout win over England in the Euro 2020 final.
720	720	2.0	28	Luke Shaw's goal inside the opening two minutes gave England a lead it looked like it would hold onto all night, before a goalmouth scramble midway through the second half allowed Leonardo Bonucci to poke home an equalizer for Italy.
721	721	3.0	28	For the remainder of the match it felt as though extra-time and penalties were inevitable, as neither side seemed willing or brave enough to commit enough men forward to really trouble the opposing defenders.
722	722	4.0	28	England had suffered innumerable heartbreaks on penalties over the years and this time it was Italy's turn to inflict yet more pain on beleaguered English fans as Marcus Rashford, Jadon Sancho and Bukayo Saka all missed from the spot.
723	723	5.0	28	"During the wild Italian celebrations, Bonucci -- who had been immense all night and rightly earned the man of the match award -- screamed ""it's coming to Rome"" into the pitch side camera to rub yet more salt into the wounds of English fans."
724	724	6.0	28	England's wait to end its wretched run in major international competitions, stretching all the way back to 1966, will go for at least another year until the World Cup is hosted in Qatar.
725	725	7.0	28	Few would have expected Italy, which failed to qualify for the 2018 World Cup, to reach the final prior to the start of Euro 2020, much less win the entire competition, but Roberto Mancini's side quickly established itself as one of the contenders after three thrilling group stage performances.
726	726	8.0	28	Gianluigi Donnarumma, Italy's hero in the penalty shootout with two fine saves, was deservedly named the player of the tournament and
727	727	9.0	28	the goalkeeper heads up a group of talented stars that should ensure this side remains competitive for the foreseeable future.
728	728	10.0	28	As for England, this defeat is likely to sting for quite some time to come for players and fans alike, but the squad at least has the consolation of knowing it has provided the country with a tournament run not seen for more than five decades.
729	729	11.0	28	Wembley Way, the famous road leading up to England's national stadium, was heaving as many as seven hours before kick off.
730	730	12.0	28	Many of the fans here in the early afternoon didn't even have tickets, instead choosing to just soak up the atmosphere before moving on to watch the match elsewhere.
731	731	13.0	28	The fridges that stocked beer in one of the grocery stores closest to Wembley Stadium were almost completely empty by late morning.
732	732	14.0	28	For the vast majority of fans in attendance, this was something they had never experienced in their lifetimes.
733	733	15.0	28	It had been 55 long years since England was last in a major international final and fans have known only heartache and disappointment since that World Cup triumph in 1966.
734	734	16.0	28	"One couple considered it such a momentous occasion that they decided to get married on Wembley Way just hours before kick off, both dressed in full wedding attire and holding up England shirts with ""Mr"" and"
735	735	17.0	28	Even when cheering on 'golden generations' of the past, England fans have never supported their national team with a fervor quite like this.
736	736	18.0	28	Southgate and this group of players deserve much of the credit for stirring up such a feeling of national pride.
737	737	19.0	28	Fans provided an electric atmosphere inside Wembley before kick off.
738	738	20.0	28	Stars have regularly used their platform to speak out on social issues and, when it comes to Rashford's fight against child food poverty, have even managed to reverse government policy.
739	739	21.0	28	"I think we've got good players and ice boys, but more importantly relatable boys,"" English journalist Darren Lewis tells CNN."
740	740	22.0	28	I think the secret to the success of this team is that the people in charge of the England team --
741	741	23.0	28	and I mean the PR team around them -- have allowed them to speak on issues that affect them, on issues that people can connect with.
742	742	24.0	28	I remember being at the 2010 World Cup and England were keeping their players away from everyone, treating them like rock stars.
743	743	25.0	28	I remember going down to the harbor in South Africa and the Dutch were walking around -- they were finalists that year -- walking around, talking to people, just enjoying themselves.
744	744	26.0	28	I think this regime who are looking after the team, they realize that it's important just to let the players be players, let them be men who people can connect with.
745	745	27.0	28	If you walk through some parts of the crowd, I remember doing it after games and being struck by the diversity in the crowd; black, brown, white.
746	746	28.0	28	Everyone wants to be a part of this England because they identify with [Raheem] Sterling, [Harry] Kane, [Tyrone] Mings, [Jordan] Henderson.
747	747	29.0	28	They identify with these players because these players aren't detached.
748	748	30.0	28	They care about the people in the places that they come from and that means a lot to the general public.
749	749	31.0	28	However, that feeling of goodwill towards the national team seems to extend no further than England's borders.
750	750	32.0	28	Ahead of the final, viral memes have shown a map of Europe covered in Italian flags to signify the support of every other country on the continent.
751	751	33.0	28	"Much of the animosity towards England and its fans seems to have stemmed from the chant of ""football's coming home,"" the chorus of the 1996 song 'Three Lions' which has become the national team's adopted anthem."
752	752	34.0	28	The song was released ahead of Euro 96, hosted in England, and is about pessimism and despair, but still feeling hope that the national team may finally end years of heartache.
753	753	35.0	28	However, fans of rival countries have interpreted the chant as arrogant and presumptuous, despite multiple attempts to explain its true meaning.
754	754	36.0	28	"It's coming home, it's coming home, it's coming' that's banging [on] since the beginning,"" Italian journalist Tancredi Palmeri told CNN."
755	755	37.0	28	At the beginning it was nice, but then it sounds like: '
756	756	38.0	28	You owe us,' like 'it belongs to us, so you owe us'
757	757	39.0	28	Just look at the footage of people singing all the time 'It's coming home' for a month.
758	758	40.0	28	It doesn't really look like, 'we are being ironic, being sarcastic.'
759	759	41.0	28	It looks like, 'finally we are getting back what is ours.'
760	760	42.0	28	Some fans outside the stadium certainly didn't endear themselves to the watching world when they broke through the security barriers in an attempt to get into Wembley before the gates had been opened.
761	761	43.0	28	In the hour leading up to kick off, Wembley was thundering.
762	762	44.0	28	Large swathes of English and Italian fans were mingling throughout the stadium, joining in chorus to belt out a number of songs that have become English anthems during Euro 2020.
763	763	45.0	28	By the time the national anthems came around, neither of which were booed by opposition fans, Wembley felt as though its very foundations were rocking.
764	764	46.0	28	When Shaw scored, then, with less than two minutes on the clock, the 60,000 or so fans inside the stadium raised the decibels to levels
765	765	47.0	28	Luke Shaw connects with Kieran Trippier's cross to open the scoring.
766	766	48.0	28	It was a wonderful move, too, with Shaw getting on the end of Kieran Trippier's deep cross to the far post to finish off a rapid counterattack.
767	767	49.0	28	England certainly hasn't thrilled with attacking football at this European Championships, instead its success has been built on an organized defense -- the best in the tournament -- and a smothering midfield.
768	768	50.0	28	However, the players perhaps sensed this was an occasion like no other and put Italy on the back foot from the first whistle.
769	769	51.0	28	Throughout Euro 2020, this Italian team has somewhat torn up the defensive blueprints that the country's national team has become synonymous with over the years.
770	770	52.0	28	Though it still boasts tremendous defensive leadership and organization in veteran central pairing Bonucci and Gorgio Chiellini, it's been the more fluid and aggressive attacking style that has caught the eye.
771	771	53.0	28	In the first 25 minutes of this contest, however, they had been stifled entirely by an England team that wasn't affording them a moment's rest on the ball.
772	772	54.0	28	On the rare occasion Italy did enjoy any extended period of possession, boos rang loudly around the stadium and when a foray forward was ended by a wayward pass, England's fans erupted into rapturous cheers.
773	773	55.0	28	Italy was still showing brief flashes of the exciting football that had got it this far -- notably through the quick-footed Lorenzo Insigne -- but its players were quickly met with a solid white wall whenever they threatened to fashion a sight of goal.
774	774	56.0	28	Mancini's side did create one opening before the half was over through Federico Chiesa, the goal hero from Italy's semifinal win over Spain, who picked up the ball from deep and drove towards the box, but could only drag his shot wide of Jordan Pickford's post.
775	775	57.0	28	Before the roar that greeted the referee's half time whistle, for the first time all evening Wembley had quietened down significantly; the first half had gone as perfectly as these fans could have dreamed of, perhaps they were already nervously allowing themselves to believe.
776	776	58.0	28	Italy rallies Less than five minutes into the second half, however, Insigne fired a direct free-kick not too far wide of Pickford's post just as a prompt reminder that this match was far from over.
777	777	59.0	28	With Italy still struggling to create anything from open play, Mancini was forced into making a double substitution after only 50 minutes, bringing on Bryan Cristante and Domenico Berardi for Nicolo Barella the ineffective Ciro Immobile.
778	778	60.0	28	The changes had almost the immediate desired impact, as Italy for the first time got in behind England's back line but Insigne's
779	779	61.0	28	shot from a narrow angle was well blocked by Pickford.
780	780	62.0	28	That chance rallied the Italian fans congregated behind Pickford's goal, who had fallen largely silent after their team's lackluster first half.
781	781	63.0	28	This was now without question Italy's best period of the match so far, for the first time its passing was starting to pull the English defense from one side to another to force some openings.
782	782	64.0	28	England soon retaliated, however, with John Stones rising highest in the area to head Trippier's corner towards goal and force Gianluigi Donnarumma to tip the ball over the crossbar.
783	783	65.0	28	But Italy soon got the goal its improved performance deserved.
784	784	66.0	28	Berardi's corner to the far post somehow found its way to Marco Verratti, who saw his shot saved excellently onto the post by Pickford, but Bonucci was in the right place at the right time to tap the rebound into an empty net.
785	785	67.0	28	Now it was the turn of the Italian fans to fill Wembley with noise, as England's supporters descended into a nervous silence with their team now on the back foot.
786	786	68.0	28	The minor capitulation forced Gareth Southgate into making his first substitutions, as Saka and Henderson replaced Trippier and Declan Rice.
787	787	69.0	28	It so nearly went from bad to worse for England as Bonucci's raking long ball found Berardi bearing down on goal, but the forward could only send his volley over the crossbar.
788	788	70.0	28	England now seemed to be doubting everything that had helped them reach the final; Maguire, normally assured in defense, hacked a desperate clearance away under no pressure at all, while Kane's passes began falling short of their desired target.
789	789	71.0	28	It was almost as if, for the first time all tournament, the magnitude of the occasion had finally started to dawn on these England players.
790	790	72.0	28	The game was on a knife edge as it entered the final 10 minutes, though Italian fans would certainly have been more confident than their English counterparts of snatching a win.
791	791	73.0	28	Extra time continued in much the same vein with neither side able to stamp its authority on proceedings, both perhaps too nervous to commit at this late stage.
792	792	74.0	28	Southgate threw on Rashford, 23, and Sancho, 21, for the penalty shootout but both men went on to miss as England suffered an all too familiar fate.
793	793	1.0	29	LONDON Two soccer-mad nations faced each other, and one blinked.
794	794	2.0	29	Italy bested England in the final of the Euro 2020 soccer tournament Sunday in London.
795	795	3.0	29	The winner was determined by a penalty-kick shootout after extra time that kept the score even at 1.
796	796	4.0	29	Italy won the shootout 3-2 after England's final shot was blocked.
797	797	5.0	29	Italian player Jorge Luiz Frello Filho, known as Jorginho, missed the previous shot, blocked by English goalkeeper Jordan Pickford, sending the London crowd into frenzied cheering, but a first-time European championship for the host country wasn't to be.
798	798	6.0	29	As Covid-19 infection rates continue to rise across the U.K., more than 60,000 fans, most of them English, were allowed to watch the game at Wembley stadium.
799	799	7.0	29	The game started quickly as England's Luke Shaw scored just 2 minutes after kickoff the earliest goal in a European Championship final.
800	800	8.0	29	But Italy came out of halftime aggressive and tied things up when Leonardo Bonucci bundled the ball into England's net after a goal line scramble.
801	801	9.0	29	Players from both teams took a knee before the starting whistle to bring attention to racial injustice, which England players did before every game of the tournament.
802	802	10.0	29	Minutes earlier, dozens of ticketless fans broke into the stadium, with stewards and police trying to hold back the rowdy crowd as they pushed through barriers.
803	803	11.0	29	Prince William, his wife, Kate, and their son Prince George attended the game, the first soccer final played by the England men's team since 1966.
804	804	12.0	29	The tournament ' originally scheduled for last summer ' captivated the U.K. and Italy, which were both hit hard by
805	805	13.0	29	St. George's flags, the national flag of England, flutter at No. 10 Downing Street in central London on Saturday on the eve of the European championship soccer final between England and Italy.
806	806	14.0	29	The U.K.'s four nations, England, Scotland, Wales and Northern Ireland, have the highest Covid-19 death toll in Europe, followed by Italy, according to Johns Hopkins University.
807	807	15.0	29	Although more than half of the British population has been fully vaccinated against Covid-19, the highly transmissible delta variant has led to a surge in cases in recent weeks.
808	808	16.0	29	Italy has been celebrating a dual sporting success as Matteo Berrettini became the first Italian tennis player 'man or woman' to appear in the Wimbledon singles tennis final, which he lost to Novak Djokovic of Serbia.
809	809	17.0	29	Across the U.K., millions tuned in for the game on both the BBC and its commercial rival ITV, which attracted more than 26 million viewers for England's semifinal against Denmark on Wednesday.
810	810	18.0	29	Around the same number of people in the U.K. watched William and Kate get married in 2011.
811	811	19.0	29	Thousands of schoolchildren were given permission to go in late on Monday so they could enjoy the game with their parents.
812	812	20.0	29	There had also been calls for a public holiday if England won.
813	813	21.0	29	Download the NBC News app for breaking news and politics Goodwill toward the team in England was largely unanimous, a change from the start of the tournament, when some fans booed a decision by England's players to take the knee.
814	814	22.0	29	"More than half of the England squad have at least one parent or grandparent born outside the U.K.,"" according to the Migration Museum in central London."
815	815	23.0	29	The squabble over the team's decision was fueled in part by the reaction of Prime Minister Boris Johnson, who did not explicitly condemn the booing.
816	816	24.0	29	"Before the tournament kicked off last month, his spokesman said that when it came to taking a knee, he believed ""in taking action rather than just making gestures."
817	817	25.0	29	Johnson, who has since been pictured in an England jersey, wished the team good luck.
818	818	26.0	29	Several other members of his Conservative Party expressed their support, having previously criticized the team for taking the knee.
819	819	27.0	29	We're all hoping you can go one better and bring it home tonight
820	820	28.0	29	pic.twitter.com/9As9opK5j9 Boris Johnson ( July 11, 2021 England's captain, Harry Kane, was also praised for wearing a rainbow arm band in solidarity with the German team, which stood up for LGBTQ rights when it played Hungary earlier in the tournament.
821	821	29.0	29	Hungary had faced international criticism for a law that bans the promotion of homosexuality or transgender issues in schools, seemingly conflating them with pedophilia.
822	822	30.0	29	When England's men's team last won a major international soccer tournament, the World Cup, more than half a century ago in 1966, it beat what was then West Germany at Wembley Stadium.
823	823	31.0	29	Queen Elizabeth II, who presented the trophy that year, recalled that moment Saturday in a message to England's manager, Gareth Southgate.
824	824	32.0	29	"In a message to the team, she said she hoped ""that history will record not only your success but also the spirit, commitment and pride with which you have conducted yourselves."
825	825	1.0	30	Italy defeats England in UEFA Euro 2020 final in penalty kick shootout LONDON (AP) - Italian soccer's redemption story is complete.
826	826	2.0	30	England's painful half-century wait for a major title goes on.
827	827	3.0	30	And it just had to be because of a penalty shootout.
828	828	4.0	30	Italy won the European Championship for the second time by beating England 3-2 on penalties on Sunday.
829	829	5.0	30	The match finished 1-1 after extra time at Wembley Stadium, which was filled mostly with English fans hoping to celebrate the team's first international trophy since the 1966 World Cup.
830	830	6.0	30	It's coming to Rome, Italy defender Leonardo Bonucci shouted into a TV camera amid the celebrations, mocking the famous lyric it's coming home from the England team's anthem.
831	831	7.0	30	For England, it was utter dejection again - they know the feeling so well
832	832	8.0	30	when it comes to penalties - after Gianluigi Donnarumma, Italy's imposing goalkeeper, dived to his left and saved the decisive spot kick by 19-year-old Londoner Bukayo Saka, one of the youngest players in England's squad.
833	833	9.0	30	That was England's third straight failure from the penalty spot in the shootout, with Marcus Rashford and Jadon Sancho - players brought on late in extra time seemingly as specialist penalty-takers - also missing.
834	834	10.0	30	As Saka and Sancho cried, Donnarumma was mobbed by his teammates as they sprinted toward him from the halfway line at the end of the second penalty shootout in a European Championship final.
835	835	11.0	30	Then Italy's jubilant players headed to the other end of the field and ran as one, diving to the ground in front of the Italian fans who have witnessed a rebirth of their national team.
836	836	12.0	30	It was less than four years ago that Italy plunged to the lowest moment of its soccer history by failing to qualify for the World Cup for the first time in six decades.
837	837	13.0	30	Now, they are the best team in Europe and on a national-record 34-match unbeaten run under Roberto Mancini, their suave coach who has won an international trophy in his first attempt to add to the country's other European title - in 1968 - and its four World Cups.
838	838	14.0	30	Mancini joined his players on the podium as Italy captain Giorgio Chiellini lifted the Henri Delaunay trophy to the backdrop of fireworks and tickertape.
839	839	15.0	30	It was impossible even to just consider this at one stage, Mancini said, but the guys were just amazing.
840	840	16.0	30	I have no words for them. For England, it's the latest heartache in shootouts at major tournaments, after defeats in 1990, 1996, 1998, 2004, 2006 and 2012.
841	841	17.0	30	They ended that losing streak by beating Colombia on penalties in the round of 16 at the 2018 World Cup, but the pain has quickly returned.
842	842	18.0	30	The boys couldn't have given more, England captain Harry Kane said.
843	843	19.0	30	Penalties are the worst feeling in the world when you lose.
844	844	20.0	30	It's been a fantastic tournament - we should be proud, hold our heads up high.
845	845	21.0	30	It's going to hurt now, it's going to hurt for a while. EURO 2020 FINAL:
846	846	22.0	30	Fans without tickets storm into Wembley Stadium SPORTS NEWSLETTER: Sign up now to get top sports headlines delivered daily England's first major final in 55 years had all started so well, too, with Luke Shaw scoring the fastest goal in a European Championship final by meeting a cross from opposite wing back
847	847	23.0	30	Kieran Trippier with a half-volley that went in off the post in the second minute.
848	848	24.0	30	It was Shaw's first goal for England and it prompted a fist-pump between David Beckham and Tom Cruise in the VIP box amid an explosion of joy around Wembley, which had at least 67,000 fans inside.
849	849	25.0	30	Maybe more, given dozens of ticketless England fans managed to barge their way past stewards and police and into the stadium in unsettling scenes before kickoff.
850	850	26.0	30	That was the only time Italy's famously robust defense was really opened up in the entire 120 minutes.
851	851	27.0	30	Indeed, after Shaw's goal, England barely saw the ball for the rest of the game.
852	852	28.0	30	Italy's midfielders dominated possession, as widely predicted before the match, and England simply resorted to dropping deep and getting nine or even all 10 outfield players behind the ball.
853	853	29.0	30	It was reminiscent of the 2018 World Cup semifinals, when England also scored early against Croatia then spent most of the game chasing its opponent's midfield before losing in extra time.
854	854	30.0	30	Italy's equalizer was merited and Bonucci was the unlikely scorer.
855	855	31.0	30	He put the ball in from close range after a right-wing corner was flicked on to Marco Verratti, whose stooping header was tipped onto the post by goalkeeper Jordan Pickford.
856	856	32.0	30	England managed to hold on for extra time - the way three of the last six European finals went - and actually had the better of the final stages.
857	857	33.0	30	After the misses of Rashford - he stuttered up to the ball and then hit the post - and Sancho, whose shot was saved by Donnarumma again down to his left, Jorginho had the chance to win it for Italy.
858	858	34.0	30	Incredibly, the midfielder who converted the decisive penalty in a shootout win over Spain in the semifinals also failed to score as Pickford tipped the effort off the post.
859	859	35.0	30	It was Donnarumma who then made the crucial saves and within minutes he had also been named player of the tournament, the first goalkeeper to be so honored.
860	860	36.0	30	So instead of coming home, the trophy is headed to Rome.
861	861	37.0	30	We'd heard it day in, day out from Wednesday night - we heard it would be coming home to London, Bonucci said.
862	862	38.0	30	I'm sorry for them, but the cup will be taking a nice flight, making its way to Rome
863	863	1.0	31	England's bid to end their 55-year wait for a major trophy ended in the familiar agony of defeat in a penalty shootout as Italy claimed the Euro 2020 crown at Wembley.
864	864	2.0	31	On a night of anticipation, tension and ultimate heartbreak in a feverish atmosphere, England looked on course for their most joyous day since 30 July 1966 when Luke Shaw gave them the perfect start after two minutes.
865	865	3.0	31	Italy, unbeaten in 33 matches before this final, slowly edged their way back into the game and were level in the 67th minute when Leonardo Bonucci pounced after England goalkeeper Jordan Pickford turned Marco Verratti's header on to a post.
866	866	4.0	31	And after a tense period of extra time failed to find a winner
867	867	5.0	31	, it was on to penalties and bitter disappointment for England manager Gareth Southgate and his players, who had gone into this final on a wave of expectation and high emotion.
868	868	6.0	31	England missed three of their five penalties, Marcus Rashford hitting a post and Gianluigi Donnarumma denying Jadon Sancho before - so cruelly for such a fine young player - Arsenal teenager Bukayo Saka also saw the giant Italy goalkeeper save his spot-kick.
869	869	7.0	31	Harry Kane and Harry Maguire scored for England but, while Pickford kept hopes alive with saves from Andrea Belotti and Jorginho, Domenico Berardi, Bonucci and Federico Bernardeschi scored for Italy.
870	870	8.0	31	The tearful 19-year-old Saka, who showed such courage to step forward, was consoled by his team-mates and manager, but there was no real consolation for them or the expectant fans packed into Wembley.
871	871	9.0	31	England's years of hurt go on but it looked for the first 30 minutes of this final that the moment the country has waited more than 20,000 days for had finally arrived.
872	872	10.0	31	Southgate's side came firing out of the blocks and the manager's one change - replacing Saka with Kieran Trippier - paid an instant dividend as Trippier ran on to Kane's perfect pass to find the onrushing Shaw at the far post
873	873	11.0	31	England were up and running and urged on by a vast, frenzied crowd they had this talented, streetwise Italian side on the back foot until they suddenly gained a foothold in the closing phase of the first half.
874	874	12.0	31	Italy dominated possession, and it was no surprise when they restored parity, then looking the more likely winners as Southgate's side, so full of running early on, started to labour, particularly after losing the outstanding Declan Rice to a knock.
875	875	13.0	31	Southgate surprisingly waited until extra time to introduce Jack Grealish but by that stage the game was locked on course for penalties
876	876	14.0	31	Sancho and Rashford came on in the closing moments, presumably in readiness for penalties, but sadly for Southgate, who has got so much right in Euro 2020, this was one move that did not pay off as both failed with their spot-kicks.
877	877	15.0	31	Pickford performed heroics to save two penalties but he was also left in tears after England's fate was sealed.
878	878	16.0	31	Italy edged over the line and both Southgate and his players looked devastated as they took sympathetic applause from England's fans, who had arrived with such high hopes but filed out of Wembley with their dreams of a major trophy shattered once more.
879	879	17.0	31	England came close when they reached the semi-final of the World Cup in Moscow in 2018 but this loss will cut even deeper after they made such smooth progress to the final and had the chance to finally claim a second trophy in what was effectively a home tournament with its climax at Wembley.
880	880	18.0	31	They have made progress - but still England could not clear the final hurdle.
881	881	19.0	31	Improving England offer real hope Southgate has led England to a World Cup semi-final and now a European Championship final in the last two tournaments England's loss will be felt deeply after such impressive progress through the knockout stage with wins against Germany, Ukraine and Denmark.
882	882	20.0	31	Southgate must now digest whether he got it right in the final when it came to his approach, substitutions and penalty-takers but when the dust settles England can reflect on progress made.
883	883	21.0	31	England took one step further than they did in Russia and Southgate now has a potent blend of youth and experience to work with as he plots a course to the 2022 World Cup in Qatar.
884	884	22.0	31	Saka came of age in this tournament while England have exciting young in the shape of Sancho, Phil Foden, Mason Mount and Jude Bellingham, augmented by Grealish.
